Артикул	Номенклатура.Производитель (бренд)	Номенклатура на 6 января 2026 г.	KZ РРЦ	KZ Дилер	%	ALM а 23 февраля 2026 г.	AlmRes	AlmAway	Ast	AstRes	AstAway	Alm2	Msk ст на 26 мая 2025 г.	MskRes	MskAway	Pic	URL	Status	Unnamed: 19	Unnamed: 20	Unnamed: 21	KZ РРЦ.1	KZ Дилер.1	%.1	0	AlmRes.1	AlmAway.1	Ast.1	AstRes.1	AstAway.1	Alm2.1	Msk ст на 26 мая 2025 г..1	MskRes.1	MskAway.1	Pic.1	URL.1	Status.1	Unnamed: 38	Unnamed: 39
WPP20	Yealink	WPP20 (Беспроводной передатчик контента для кодеков VC880/800/500/200, AMS-1 год)	148500.0			0	0	0	0.0	0.0	0.0	0	0	0	0	http://ipmatika.ru/upload/iblock/8a2/WPP20.jpg	https://ipmatika.kz/products/vcs-accessories/yealink-wpp20/	EOL				148500.0			0	0	0	0.0	0.0	0.0	0	0	0	0	http://ipmatika.ru/upload/iblock/8a2/WPP20.jpg	https://ipmatika.kz/products/vcs-accessories/yealink-wpp20/	EOL		
WPP30	Yealink	WPP30 (беспроводной передатчик контента и BYOD для терминалов Yealink, AMS-2 года)	279950.0	209962.5	-25.0	5	0	0	1.0	1.0	0.0	0	50+	50+	50+	http://ipmatika.ru/upload/iblock/dfd/WPP30_4_2.jpg	https://ipmatika.kz/products/vcs-accessories/yealink-wpp30/					279950.0	209962.5	-25.0	5	0	0	1.0	1.0	0.0	0	50+	50+	50+	http://ipmatika.ru/upload/iblock/dfd/WPP30_4_2.jpg	https://ipmatika.kz/products/vcs-accessories/yealink-wpp30/			
PSU-48V/0.7A	Yealink	YLPS480700C (Адаптер электропитания PSU-48V/0.7A для VC800/VC880)	27500.0	19448.0	-29.28	0	0	0	0.0	0.0	0.0	0	13	0	0		https://ipmatika.kz/products/vcs-accessories/yealink-ylps480700c/					27500.0	19448.0	-29.28	0	0	0	0.0	0.0	0.0	0	13	0	0		https://ipmatika.kz/products/vcs-accessories/yealink-ylps480700c/			
PSU-48V/2A-AC(1.8M)/DC6.5(2M)	Yealink	YLPS482000C (Адаптер электропитания PSU-48V/2A-AC(1.8M)/DC6.5(2M) для терминалов Yealink)	49500.0	36036.0	-27.200000000000003	0	0	0	0.0	0.0	0.0	0	1	0	0		https://ipmatika.kz/products/vcs-accessories/yealink-ylps482000c/					49500.0	36036.0	-27.200000000000003	0	0	0	0.0	0.0	0.0	0	1	0	0		https://ipmatika.kz/products/vcs-accessories/yealink-ylps482000c/			
YPS20	Yealink	YPS20 Yealink Датчик перегородки для разделяемой комнаты AMS - 2 года)	396550.0			0	0	0	0.0	0.0	0.0	0	0	0	0			NEW				396550.0			0	0	0	0.0	0.0	0.0	0	0	0	0			NEW		
VCR11 Remote Control	Yealink	Пульт ДУ VCR11 Remote Control	69850.0	50908.0	-27.118110236220474	0	0	0	0.0	0.0	0.0	0	0	0	3		https://ipmatika.kz/products/vcs-accessories/yealink-vcr11/					69850.0	50908.0	-27.118110236220474	0	0	0	0.0	0.0	0.0	0	0	0	3		https://ipmatika.kz/products/vcs-accessories/yealink-vcr11/			
VCR20	Yealink	Пульт ДУ VCR20 (пульт ДУ для видеокамер и терминалов Yealink, AMS 1 год)	73700.0	53768.0	-27.044776119402982	0	0	0	0.0	0.0	0.0	0	23	0	0	http://ipmatika.ru/upload/iblock/eaa/VCR20.jpg	https://ipmatika.kz/products/vcs-accessories/yealink-vcr20/					73700.0	53768.0	-27.044776119402982	0	0	0	0.0	0.0	0.0	0	23	0	0	http://ipmatika.ru/upload/iblock/eaa/VCR20.jpg	https://ipmatika.kz/products/vcs-accessories/yealink-vcr20/			
VCA70	Yealink	Удлинитель интерфейса Yealink VCA70 для VC400/120 и VCC20	161700.0			0	0	0	0.0	0.0	0.0	0	1	0	0		https://ipmatika.kz/products/vcs-accessories/yealink-vca70/	EOL				161700.0			0	0	0	0.0	0.0	0.0	0	1	0	0		https://ipmatika.kz/products/vcs-accessories/yealink-vca70/	EOL		
VCB20	Yealink	Устройство подключения 2-х камер VCB20 для VC400/120 и VCC20	70950.0			0	0	0	0.0	0.0	0.0	0	3	0	0		https://ipmatika.kz/products/vcs-accessories/yealink-vcb20/	EOL				70950.0			0	0	0	0.0	0.0	0.0	0	3	0	0		https://ipmatika.kz/products/vcs-accessories/yealink-vcb20/	EOL		
Аудиоустройства для переговорных						0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
AP08	Yealink	AP08 Цифровой матричный аудио процессор (16 входов и 16 выходов, Dante, DSP, AMS - 2 года)	1586200.0			0	0	0	0.0	0.0	0.0	0	16	5	0		https://ipmatika.kz/products/audioperiferiya/yealink-ap08-dsp/					1586200.0			0	0	0	0.0	0.0	0.0	0	16	5	0		https://ipmatika.kz/products/audioperiferiya/yealink-ap08-dsp/			
CM20	Yealink	CM20 (8-зонный потолочный массив SkySound из 16 микрофонов для терминалов Yealink, AMS 2 года)	682550.0	525563.5	-23.0	0	0	0	0.0	0.0	0.0	0	9	16	0	http://ipmatika.ru/upload/iblock/1fd/a22hgfl9qrbsssjuey12jn4tygx95j3e/CM20_01.jpg	https://ipmatika.kz/products/audioperiferiya/yealink-cm20/					682550.0	525563.5	-23.0	0	0	0	0.0	0.0	0.0	0	9	16	0	http://ipmatika.ru/upload/iblock/1fd/a22hgfl9qrbsssjuey12jn4tygx95j3e/CM20_01.jpg	https://ipmatika.kz/products/audioperiferiya/yealink-cm20/			
CM50	Yealink	CM50 (потолочный микрофонный массив, Dante, 8-зон,127 микрофонов для терминалов Yealink, AMS 2-года)	3271950.0			0	0	0	0.0	0.0	0.0	0	19	6	0	http://ipmatika.ru/upload/iblock/804/m7i6heo6cq4vfev7i6ebyx4sz7ew24lk/CM50-m1.jpg	https://ipmatika.kz/products/audioperiferiya/yealink-cm50/					3271950.0			0	0	0	0.0	0.0	0.0	0	19	6	0	http://ipmatika.ru/upload/iblock/804/m7i6heo6cq4vfev7i6ebyx4sz7ew24lk/CM50-m1.jpg	https://ipmatika.kz/products/audioperiferiya/yealink-cm50/			
CP50	Yealink	CP50 (интеллектуальный спикерфон, USB, Bluetooth, VCH, 8 встроенных микрофонов, AMS 2 года)	365200.0	262944.0	-28.0	0	0	0	0.0	0.0	0.0	0	1	2	30	http://ipmatika.ru/upload/iblock/10f/tnk3ggagq2gmau1lcqol4qmh3c9y5j07/CP50.jpg	https://ipmatika.kz/products/audioperiferiya/yealink-cp50/					365200.0	262944.0	-28.0	0	0	0	0.0	0.0	0.0	0	1	2	30	http://ipmatika.ru/upload/iblock/10f/tnk3ggagq2gmau1lcqol4qmh3c9y5j07/CP50.jpg	https://ipmatika.kz/products/audioperiferiya/yealink-cp50/			
CPE40	Yealink	CPE40 (дополнительный спикерфон для CP50, AMS 2 года)	219450.0	158003.99999999997	-28.000000000000014	1	0	0	0.0	0.0	0.0	0	0	0	40	http://ipmatika.ru/upload/iblock/4b9/kh7zs70ir23beumye60cgq4se1dzhf0i/CPE40.jpg	https://www.ipmatika.kz/products/audioperiferiya/yealink-cpe40/					219450.0	158003.99999999997	-28.000000000000014	1	0	0	0.0	0.0	0.0	0	0	0	40	http://ipmatika.ru/upload/iblock/4b9/kh7zs70ir23beumye60cgq4se1dzhf0i/CPE40.jpg	https://www.ipmatika.kz/products/audioperiferiya/yealink-cpe40/			
CPE95	Yealink	CPE95 дополнительные проводные микрофоны (2шт. для терминалов Yealink, AMS - 2 год)	77000.0	58520.0	-24.0	0	0	0	0.0	0.0	0.0	0	50+	5	0	http://ipmatika.ru/upload/iblock/cf9/qfqcnpe878aq2v36wqiw6f0zrx49sq7e/CPE95_01.jpg	https://ipmatika.kz/products/audioperiferiya/yealink-cpe95/					77000.0	58520.0	-24.0	0	0	0	0.0	0.0	0.0	0	50+	5	0	http://ipmatika.ru/upload/iblock/cf9/qfqcnpe878aq2v36wqiw6f0zrx49sq7e/CPE95_01.jpg	https://ipmatika.kz/products/audioperiferiya/yealink-cpe95/			
CS10	Yealink	CS10 (низкопрофильный потолочный громкоговоритель SkySound для терминалов Yealink, AMS 2-года)	279950.0	209962.5	-25.0	0	0	0	0.0	0.0	0.0	0	12	13	0	http://ipmatika.ru/upload/iblock/007/g1x7qbu3gcw78d8gub2rsv2u5lqms8ac/CS10_1.jpg	https://ipmatika.kz/products/audioperiferiya/yealink-cs10/					279950.0	209962.5	-25.0	0	0	0	0.0	0.0	0.0	0	12	13	0	http://ipmatika.ru/upload/iblock/007/g1x7qbu3gcw78d8gub2rsv2u5lqms8ac/CS10_1.jpg	https://ipmatika.kz/products/audioperiferiya/yealink-cs10/			
CS10-D	Yealink	CS10-D (потолочный Dante-громкоговоритель SkySound для терминалов Yealink, AMS 2-года)	515350.0			0	0	0	0.0	0.0	0.0	0	0	40	0	http://ipmatika.ru/upload/iblock/1e2/1uu0mgntzr4peeiak5e4k3ocy5334trw/1.jpg	https://ipmatika.kz/products/audioperiferiya/yealink-cs10-d/					515350.0			0	0	0	0.0	0.0	0.0	0	0	40	0	http://ipmatika.ru/upload/iblock/1e2/1uu0mgntzr4peeiak5e4k3ocy5334trw/1.jpg	https://ipmatika.kz/products/audioperiferiya/yealink-cs10-d/			
MSpeaker II Black	Yealink	MSpeaker II (саундбар черного цвета для видеокамер и терминалов ВКС, AMS-2 года)	205150.0	147707.20720720722	-28.000386445426656	17	0	0	0.0	0.0	0.0	0	0	5	50+		https://ipmatika.kz/products/audioperiferiya/yealink-mspeaker-ii/					205150.0	147707.20720720722	-28.000386445426656	17	0	0	0.0	0.0	0.0	0	0	5	50+		https://ipmatika.kz/products/audioperiferiya/yealink-mspeaker-ii/			
MSpeaker Pro	Yealink	MSpeaker Pro (саундбар черного цвета для видеокамер и терминалов ВКС, AMS-2 года)	279950.0	209962.5	-25.0	0	0	0	0.0	0.0	0.0	0	16	2	0	http://ipmatika.ru/upload/iblock/360/zqxp0mhzlxzkklxn7pk97xvcim1fb9cx/MSpeaker_05.jpg	https://ipmatika.kz/products/audioperiferiya/yealink-mspeaker-pro/	NEW				279950.0	209962.5	-25.0	0	0	0	0.0	0.0	0.0	0	16	2	0	http://ipmatika.ru/upload/iblock/360/zqxp0mhzlxzkklxn7pk97xvcim1fb9cx/MSpeaker_05.jpg	https://ipmatika.kz/products/audioperiferiya/yealink-mspeaker-pro/	NEW		
VCM35	Yealink	VCM35 (настольный микрофонный массив для терминалов и видеокамер Yealink, AMS - 2 года)	205150.0	147707.20720720722	-28.000386445426656	16	0	0	0.0	2.0	0.0	0	50+	50+	0	http://ipmatika.ru/upload/iblock/46a/9e8y2z0pyyujfenjcglwsjhwh2gt9ec2/VCM35.jpg	https://ipmatika.kz/products/audioperiferiya/yealink-vcm35/					205150.0	147707.20720720722	-28.000386445426656	16	0	0	0.0	2.0	0.0	0	50+	50+	0	http://ipmatika.ru/upload/iblock/46a/9e8y2z0pyyujfenjcglwsjhwh2gt9ec2/VCM35.jpg	https://ipmatika.kz/products/audioperiferiya/yealink-vcm35/			
VCM36-W Package	Yealink	VCM36-W Package (беспроводной микрофонный массив для терминалов и видеокамер Yealink, AMS - 2 год)	212300.0	152860.36036036038	-27.99794613266114	22	0	20	0.0	1.0	0.0	0	0	12	50+	http://ipmatika.ru/upload/iblock/8dd/vzxtx9p2gcot6jfvnp201k0a3te0hy1r/VCM36_05.jpg	https://ipmatika.kz/products/audioperiferiya/yealink-vcm36/					212300.0	152860.36036036038	-27.99794613266114	22	0	20	0.0	1.0	0.0	0	0	12	50+	http://ipmatika.ru/upload/iblock/8dd/vzxtx9p2gcot6jfvnp201k0a3te0hy1r/VCM36_05.jpg	https://ipmatika.kz/products/audioperiferiya/yealink-vcm36/			
CPW90 Package	Yealink	Комплект беспроводных микрофонов CPW90 + DD10 (CPW90 -2 шт, DD10, AMS-1 год) для VC800/880/500/200	185900.0			0	0	0	0.0	0.0	0.0	0	0	0	0		https://ipmatika.kz/products/audioperiferiya/yealink-cpw90-dd10/	EOL				185900.0			0	0	0	0.0	0.0	0.0	0	0	0	0		https://ipmatika.kz/products/audioperiferiya/yealink-cpw90-dd10/	EOL		
Лицензии ВКС						0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Yealink Meeting Server						0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
UC meeting - 100 licenses for webinar	Yealink	UC meeting - 100 licenses for webinаr (лицензия на 100 вебинарных портов, АМS 1 год)	11268170.0	9578190.0	-14.997821296625801	0	0	0	0.0	0.0	0.0	0	0	0	0							11268170.0	9578190.0	-14.997821296625801	0	0	0	0.0	0.0	0.0	0	0	0	0					
UC meeting - 150 licenses for webinar	Yealink	UC meeting - 150 licenses for webinаr (лицензия на 150 вебинарных портов, АМS 1 год)	16298130.0	13853360.0	-15.0003098514983	0	0	0	0.0	0.0	0.0	0	0	0	0							16298130.0	13853360.0	-15.0003098514983	0	0	0	0.0	0.0	0.0	0	0	0	0					
UC meeting - 200 licenses for webinar	Yealink	UC meeting - 200 licenses for webinаr (лицензия на 200 вебинарных портов, АМS 1 год)	20121530.0	17103440.0	-14.999306712759918	0	0	0	0.0	0.0	0.0	0	0	0	0							20121530.0	17103440.0	-14.999306712759918	0	0	0	0.0	0.0	0.0	0	0	0	0					
UC meeting - 300 licenses for webinar	Yealink	UC meeting - 300 licenses for webinаr (лицензия на 300 вебинарных портов, АМS 1 год)	30182010.0	25654880.0	-14.999431780719704	0	0	0	0.0	0.0	0.0	0	0	0	0							30182010.0	25654880.0	-14.999431780719704	0	0	0	0.0	0.0	0.0	0	0	0	0					
UC meeting - 4K record license	Yealink	UC meeting - 4K record license (лицензия активации 4k-видеозаписи, АМS 1 год)	8048060.0	6840930.0	-14.999018396980148	0	0	0	0.0	0.0	0.0	0	0	0	0							8048060.0	6840930.0	-14.999018396980148	0	0	0	0.0	0.0	0.0	0	0	0	0					
UC meeting - 4K video license	Yealink	UC meeting - 4K video license (лицензия активации 4k-конференций, АМS 1 год)	8048060.0	6840930.0	-14.999018396980148	0	0	0	0.0	0.0	0.0	0	0	0	0							8048060.0	6840930.0	-14.999018396980148	0	0	0	0.0	0.0	0.0	0	0	0	0					
UC meeting - 50 licenses for webinar	Yealink	UC meeting - 50 licenses for webinаr (лицензия на 50 вебинарных портов, АМS 1 год)	5835270.0	4960040.0	-14.998963201359999	0	0	0	0.0	0.0	0.0	0	0	0	0							5835270.0	4960040.0	-14.998963201359999	0	0	0	0.0	0.0	0.0	0	0	0	0					
UC meeting - 500 licenses for webinar	Yealink	UC meeting - 500 licenses for webinаr (лицензия на 500 вебинарных портов, АМS 1 год)	46279230.0	39337290.0	-15.000119924207894	0	0	0	0.0	0.0	0.0	0	0	0	0							46279230.0	39337290.0	-15.000119924207894	0	0	0	0.0	0.0	0.0	0	0	0	0					
UC meeting - API license	Yealink	UC meeting - API license (лицензия активации API, АМS 1 год)	4024310.0	3420470.0	-15.00480827769232	0	0	0	0.0	0.0	0.0	0	0	0	0							4024310.0	3420470.0	-15.00480827769232	0	0	0	0.0	0.0	0.0	0	0	0	0					
UC meeting - HD license	Yealink	UC meeting - HD license (лицензия активации HD-видео для SIP/H.323 портов, АМS 1 год)	10060490.0	8551440.0	-14.999766412967958	0	0	0	0.0	0.0	0.0	0	0	0	0							10060490.0	8551440.0	-14.999766412967958	0	0	0	0.0	0.0	0.0	0	0	0	0					
UC meeting - Live license	Yealink	UC meeting - Live license (лицензия трансляции видеоконференций, АМS 1 год)	10060490.0	8551440.0	-14.999766412967958	0	0	0	0.0	0.0	0.0	0	0	0	0							10060490.0	8551440.0	-14.999766412967958	0	0	0	0.0	0.0	0.0	0	0	0	0					
UC meeting - Meeting rooms management license	Yealink	UC meeting - Meeting rooms management license (лицензия управления переговорными, АМS 1 год)	201470.0	171500.0	-14.875663870551449	0	0	0	0.0	0.0	0.0	0	0	0	0							201470.0	171500.0	-14.875663870551449	0	0	0	0.0	0.0	0.0	0	0	0	0					
UC meeting - Monitoring license	Yealink	UC meeting - Monitoring license (лицензия на порт RTSP/GB.28181, АМS 1 год)	804750.0	684320.0	-14.964895930413178	0	0	0	0.0	0.0	0.0	0	0	0	0							804750.0	684320.0	-14.964895930413178	0	0	0	0.0	0.0	0.0	0	0	0	0					
UC meeting - Record license	Yealink	UC meeting - Record license (лицензия на порт видеозаписи, АМS 1 год)	1207130.0	1026200.0	-14.988443663897016	0	0	0	0.0	0.0	0.0	0	0	0	0							1207130.0	1026200.0	-14.988443663897016	0	0	0	0.0	0.0	0.0	0	0	0	0					
UC meeting - SIP registration license	Yealink	UC meeting - SIP registration license (лицензия SIP-регистраций, АМS 1 год)	11100.0	9440.0	-14.954954954954957	0	0	0	0.0	0.0	0.0	0	0	0	0							11100.0	9440.0	-14.954954954954957	0	0	0	0.0	0.0	0.0	0	0	0	0					
UC meeting - SIP/H.323 license	Yealink	UC meeting - SIP/H.323 license (лицензия на порт SIP/H.323, АМS 1 год)	804750.0	684320.0	-14.964895930413178	0	0	0	0.0	0.0	0.0	0	0	0	0							804750.0	684320.0	-14.964895930413178	0	0	0	0.0	0.0	0.0	0	0	0	0					
UC meeting - Video license	Yealink	UC meeting - Video license (лицензия на SVC порт, АМS 1 год)	402380.0	341880.0	-15.035538545653367	0	0	0	0.0	0.0	0.0	0	0	0	0							402380.0	341880.0	-15.035538545653367	0	0	0	0.0	0.0	0.0	0	0	0	0					
Терминальные лицензии						0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
VC800-16-site-License	Yealink	16-site Multipoint License (Лицензия 16-site для VC800/880)	447060.0			0	0	0	0.0	0.0	0.0	0	0	0	0		https://www.ipmatika.kz/products/vstroennyy-server-vks-yealink/16way/					447060.0			0	0	0	0.0	0.0	0.0	0	0	0	0		https://www.ipmatika.kz/products/vstroennyy-server-vks-yealink/16way/			
VC800-24-site-License	Yealink	24-site Multipoint License (Лицензия 24-site для VC800/880)	1117370.0			0	0	0	0.0	0.0	0.0	0	0	0	0		https://www.ipmatika.kz/products/vstroennyy-server-vks-yealink/24way/					1117370.0			0	0	0	0.0	0.0	0.0	0	0	0	0		https://www.ipmatika.kz/products/vstroennyy-server-vks-yealink/24way/			
VC800-8-site License	Yealink	8-site Multipoint License (Лицензия 8-site для VC800/880, бессрочная)	134060.0			0	0	0	0.0	0.0	0.0	0	0	0	0		https://www.ipmatika.kz/products/vstroennyy-server-vks-yealink/8way/					134060.0			0	0	0	0.0	0.0	0.0	0	0	0	0		https://www.ipmatika.kz/products/vstroennyy-server-vks-yealink/8way/			
VP59-VCS License	Yealink	VP59-VCS License (лицензия ВКС для VP59)	58470.0			0	0	0	0.0	0.0	0.0	0	0	0	0	http://ipmatika.ru/upload/iblock/6e1/EN-home%20page.png						58470.0			0	0	0	0.0	0.0	0.0	0	0	0	0	http://ipmatika.ru/upload/iblock/6e1/EN-home%20page.png				
Не выгружать в POS																																							
MCoreKit-C5-MS KZ	Yealink	MCoreKit-C5-MS KZ	2023450.0	1618654.9549549548	-20.005191383283275	11	0	0	0.0	0.0	0.0	0	0	0	0		https://ipmatika.kz/products/terminaly-vks-microsoft-room/yealink-mcorekit-c5-ms/	EOL				2023450.0	1618654.9549549548	-20.005191383283275	11	0	0	0.0	0.0	0.0	0	0	0	0		https://ipmatika.kz/products/terminaly-vks-microsoft-room/yealink-mcorekit-c5-ms/	EOL		
UVC30 Room KZ	Yealink	UVC30 Room (USB-видеокамера 4k EPTZ для ПК/VP59, резкость 1-5 м., AMS 2 года)																																					
Сервера для ВКС						0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Nucleo UC4X SVC-100/AVC-120-60-15	ProfAV	Сервер ProfAV Nucleo UC4X SVC-100/AVC-120-60-15	20161900.0			0	0	0	0.0	0.0	0.0	0	0	0	0			NEW				20161900.0			0	0	0	0.0	0.0	0.0	0	0	0	0			NEW		
Nucleo UC4X SVC-100/AVC-16-8-2	ProfAV	Сервер ProfAV Nucleo UC4X SVC-100/AVC-16-8-2	7739050.0			0	0	0	0.0	0.0	0.0	0	0	0	0			NEW				7739050.0			0	0	0	0.0	0.0	0.0	0	0	0	0			NEW		
Nucleo UC4X SVC-100/AVC-64-32-8	ProfAV	Сервер ProfAV Nucleo UC4X SVC-100/AVC-64-32-8	12188550.0			0	0	0	0.0	0.0	0.0	0	0	0	0			NEW				12188550.0			0	0	0	0.0	0.0	0.0	0	0	0	0			NEW		
Nucleo UC4X SVC-100/AVC-80-40-10	ProfAV	Сервер ProfAV Nucleo UC4X SVC-100/AVC-80-40-10	15764100.0			0	0	0	0.0	0.0	0.0	0	0	0	0			NEW				15764100.0			0	0	0	0.0	0.0	0.0	0	0	0	0			NEW		
Nucleo UC4X SVC-1000/AVC-320-160-40	ProfAV	Сервер ProfAV Nucleo UC4X SVC-1000/AVC-320-160-40	46307800.0			0	0	0	0.0	0.0	0.0	0	0	0	0			NEW				46307800.0			0	0	0	0.0	0.0	0.0	0	0	0	0			NEW		
Nucleo UC4X SVC-200/AVC-200-100-25	ProfAV	Сервер ProfAV Nucleo UC4X SVC-200/AVC-200-100-25	29427750.0			0	0	0	0.0	0.0	0.0	0	0	0	0			NEW				29427750.0			0	0	0	0.0	0.0	0.0	0	0	0	0			NEW		
Nucleo UC4X SVC-200/AVC-240-120-30	ProfAV	Сервер ProfAV Nucleo UC4X SVC-200/AVC-240-120-30	31974800.0			0	0	0	0.0	0.0	0.0	0	0	0	0			NEW				31974800.0			0	0	0	0.0	0.0	0.0	0	0	0	0			NEW		
Сервисные контракты AMS						0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
AMS-BYOD Focus Room	Yealink	AMS-1YEAR-BYOD Focus Room (cервисный контракт Yealink AMS на 1 год)	28050.0			0	0	0	0.0	0.0	0.0	0	0	0	0							28050.0			0	0	0	0.0	0.0	0.0	0	0	0	0					
AMS-BYOD Large Room	Yealink	AMS-1YEAR-BYOD Large Room (cервисный контракт Yealink AMS на 1 год)	140800.0			0	0	0	0.0	0.0	0.0	0	0	0	0							140800.0			0	0	0	0.0	0.0	0.0	0	0	0	0					
AMS-BYOD Small and Medium Room	Yealink	AMS-1YEAR-BYOD Small and Medium Room (cервисный контракт Yealink AMS на 1 год)	84700.0			0	0	0	0.0	0.0	0.0	0	0	0	0							84700.0			0	0	0	0.0	0.0	0.0	0	0	0	0					
AMS-CM50	Yealink	AMS-1YEAR-CM50 (cервисный контракт Yealink AMS на 1 год)	225500.0			0	0	0	0.0	0.0	0.0	0	0	0	0							225500.0			0	0	0	0.0	0.0	0.0	0	0	0	0					
AMS-CP50	Yealink	AMS-1YEAR-CP50 (cервисный контракт для спикерфонов Yealink AMS 1 год)	43450.0			0	0	0	0.0	0.0	0.0	0	0	0	0							43450.0			0	0	0	0.0	0.0	0.0	0	0	0	0					
AMS-CPE40	Yealink	AMS-1YEAR-CPE40 (cервисный контракт для спикерфонов Yealink AMS 1 год)	29700.0			0	0	0	0.0	0.0	0.0	0	0	0	0							29700.0			0	0	0	0.0	0.0	0.0	0	0	0	0					
AMS-1YEAR-M400	Yealink	AMS-1YEAR-M400 (cервисный контракт Yealink AMS на 1 год)	211750.0			0	0	0	0.0	0.0	0.0	0	0	0	0							211750.0			0	0	0	0.0	0.0	0.0	0	0	0	0					
AMS-1YEAR-M600	Yealink	AMS-1YEAR-M600-0010 (cервисный контракт Yealink AMS на 1 год)	402050.0			0	0	0	0.0	0.0	0.0	0	1	0	0							402050.0			0	0	0	0.0	0.0	0.0	0	1	0	0					
AMS-MB-CAM	Yealink	AMS-1YEAR-MB-CAM (cервисный контракт Yealink для MB-12X Pro, MB-Camera-12X, MB-Camera-6X на 1 год)	56650.0			0	0	0	0.0	0.0	0.0	0	0	0	0							56650.0			0	0	0	0.0	0.0	0.0	0	0	0	0					
AMS-MB-Remote	Yealink	AMS-1YEAR-MB-Remote (cервисный контракт для Yealink MB-Remote, 1 год)	15100.0			0	0	0	0.0	0.0	0.0	0	0	0	0							15100.0			0	0	0	0.0	0.0	0.0	0	0	0	0					
AMS-MB65	Yealink	AMS-1YEAR-MB65 (cервисный контракт Yealink  AMS на 1 год)	282150.0			0	0	0	0.0	0.0	0.0	0	0	0	0							282150.0			0	0	0	0.0	0.0	0.0	0	0	0	0					
AMS-MB75	Yealink	AMS-1YEAR-MB75 (cервисный контракт Yealink AMS на 1 год)	366850.0			0	0	0	0.0	0.0	0.0	0	0	0	0							366850.0			0	0	0	0.0	0.0	0.0	0	0	0	0					
AMS-MB86	Yealink	AMS-1YEAR-MB86 (cервисный контракт Yealink  AMS на 1 год)	458150.0			0	0	0	0.0	0.0	0.0	0	0	0	0							458150.0			0	0	0	0.0	0.0	0.0	0	0	0	0					
AMS-MD65	Yealink	AMS-1YEAR-MD65 (cервисный контракт Yealink AMS на 1 год)	98450.0			0	0	0	0.0	0.0	0.0	0	0	0	0							98450.0			0	0	0	0.0	0.0	0.0	0	0	0	0					
AMS-MD86	Yealink	AMS-1YEAR-MD86 (cервисный контракт Yealink AMS на 1 год)	211750.0			0	0	0	0.0	0.0	0.0	0	0	0	0							211750.0			0	0	0	0.0	0.0	0.0	0	0	0	0					
AMS-MeetingBar Focus Room	Yealink	AMS-1YEAR-MeetingBar Focus Room (cервисный контракт Yealink AMS на 1 год)	56650.0			0	0	0	0.0	0.0	0.0	0	0	0	0							56650.0			0	0	0	0.0	0.0	0.0	0	0	0	0					
AMS-MeetingBar Medium Room	Yealink	AMS-1YEAR-MeetingBar Medium Room (cервисный контракт Yealink AMS на 1 год)	197450.0			0	0	0	0.0	0.0	0.0	0	0	0	0							197450.0			0	0	0	0.0	0.0	0.0	0	0	0	0					
AMS-MeetingBar Small Room	Yealink	AMS-1YEAR-MeetingBar Small Room (cервисный контракт Yealink AMS на 1 год)	140800.0			0	0	0	0.0	0.0	0.0	0	0	0	0							140800.0			0	0	0	0.0	0.0	0.0	0	0	0	0					
AMS-RoomCast	Yealink	AMS-1YEAR-RoomCast (cервисный контракт Yealink AMS на 1 год).	39600.0			0	0	0	0.0	0.0	0.0	0	0	0	0							39600.0			0	0	0	0.0	0.0	0.0	0	0	0	0					
AMS-RoomPanel	Yealink	AMS-1YEAR-RoomPanel (cервисный контракт Yealink AMS на 1 год)	67650.0			0	0	0	0.0	0.0	0.0	0	0	0	0							67650.0			0	0	0	0.0	0.0	0.0	0	0	0	0					
AMS-RoomSensor	Yealink	AMS-1YEAR-RoomSensor (cервисный контракт Yealink AMS на 1 год)	8250.0			0	0	0	0.0	0.0	0.0	0	0	0	0							8250.0			0	0	0	0.0	0.0	0.0	0	0	0	0					
AMS-1YEAR for UC meeting - API license	Yealink	AMS-1YEAR-UC meeting - API license (cервисный контракт Yealink AMS на 1 год)	282150.0			0	0	0	0.0	0.0	0.0	0	0	0	0							282150.0			0	0	0	0.0	0.0	0.0	0	0	0	0					
AMS-1YEAR for UC meeting Record license	Yealink	AMS-1YEAR-UC meeting - Record license (cервисный контракт Yealink AMS на 1 год)	84700.0			0	0	0	0.0	0.0	0.0	0	0	0	0							84700.0			0	0	0	0.0	0.0	0.0	0	0	0	0					
AMS-1YEAR for UC meeting SIP registration license	Yealink	AMS-1YEAR-UC meeting - SIP registration license (cервисный контракт Yealink AMS на 1 год)	1650.0			0	0	0	0.0	0.0	0.0	0	0	0	0							1650.0			0	0	0	0.0	0.0	0.0	0	0	0	0					
