http://yealink.review.ipmatika.kz/	Unnamed: 1	Unnamed: 2	Unnamed: 3	Unnamed: 4	Unnamed: 5	Unnamed: 6	ПРАВСИМВ(Подбор!R1C7;21)	ПРАВСИМВ(Подбор!R1C7;19)	Unnamed: 9
Yeastar TA410 VoIP-шлюз, 4*FXO	TA410	134570			125150.1		add		
Yeastar TA810 VoIP-шлюз, 8*FXO	TA810	230560			214420.80000000002		add		
Yeastar TA1610 VoIP-шлюз, 16*FXO	TA1610	489500			455235		add		
7. IP-АТС и Интерфейсные платы					0				
yeastar.ipmatika.kz - полный прайс yeastar					0				
Yeastar P520, 20 абонентов и 10 вызовов, поддержка FXO, FXS, GSM, BRI	P520	314050			292066.5		add		
Yeastar P550, 50 абонентов и 25 вызовов, поддержка FXO, FXS, GSM, BRI,	P550	615450			572368.5		add		
Yeastar P560, 100 (до 200) абонентов и 30 (до 60) вызовов,PRI,MFC R2,SS7,поддержка FXO,FXS,GSM,BRI,	P560	813450			756508.5		add		
Yeastar P570, 300 (до 500) абонентов и 60 (до 120) вызовов,PRI,MFC R2,SS7,поддержка FXO,FXS,GSM,BRI,	P570	1658800			1542684		add		
Yeastar S20, поддержка FXO, FXS, GSM, BRI, (запись разговора)	S20	276100			256773		add		
Yeastar S50, PRI, MFC R2, SS7, поддержка FXO, FXS, GSM, BRI (запись разговора)	S50	520850			484390.5		add		
Yeastar S100, 100 (до 200) абонентов и 30 (до 60) вызовов, поддержка FXO, FXS, GSM, BRI	S100	691820			643392.6				
Yeastar GSM модуль расширения на 1 GSM-канал	GSM	95150			88489.5		add		
Yeastar B2 модуль расширения на 2 BRI-порта	B2	110200			102486		add		
Yeastar O2 модуль расширения на 2 FXO	O2	64900			60357		add		
Yeastar S2 модуль расширения на 2 FXS	S2	57750			53707.5		add		
Yeastar SO модуль расширения на 1 FXS + 1 FXO	SO	67100			62403		add		
Yeastar LTE модуль расширения на 1 LTE-канал	LTE	219450			204088.5		add		
Yeastar UMTS модуль расширения на 1 UMTS  порт	UMTS	154050			143266.5		add		
Yeastar D30 на 100 пользователей и 30 вызовов	D30 Card	163350			151915.5		add		
Yeastar EX08 на 4 слота под модули S2, O2, SO, GSM/UMTS, B2	EX08	56100			52173		add		
Yeastar EX30 на 1 поток E1	EX30	486200			452166		add		
8. GSM-VoIP шлюзы									
Yeastar TG100 VoIP-GSM шлюз на 1 GSM-канал	TG100	87050			80956.5		add		
Yeastar TG200 VoIP-GSM шлюз на 2 GSM-канала	TG200	174710			162480.30000000002		add		
Yeastar TG400 VoIP-GSM шлюз на 4 GSM-канала	TG400	330290			307169.7		add		
Yeastar TG800 VoIP-GSM шлюз на 8 GSM-каналов	TG800	598250			556372.5		add		
Yeastar TG1600 VoIP-GSM шлюз на 16 GSM-каналов	TG1600/16	1234780			1148345.4000000001		add		
Yeastar TE 100 NeoGate VoIP- PRI  шлюз на 1 E1 канал	TE100	474070			440885.10000000003		add		
Yeastar TE 200 NeoGate VoIP- PRI  шлюз на 2 E1 канал	TE200	786230			731193.9		add		
IPMATIKA IGW1E1, 1*E1	IGW1E1	397100			369303		add		
IPMATIKA IGW2E1, 2*E1	IGW2E1	630300			586179		add		
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
